Locality,Type,Rent/Month,Build_up_area(sq.ft),Furnishing,Bathrooms,Balcony,Parking,Carpet_area(sq.ft),
Mulund,2 BHK Apartment,18000,900 sq.ft,Unfurnished,2,Missing,0,Missing,Ruaka
Mulund,2 BHK Apartment,18000,950 sq.ft,Unfurnished,2,Missing,1,700 sq.ft,Ruaka
Mulund,2 BHK Apartment,18000,950 sq.ft,Unfurnished,2,Missing,1,700 sq.ft,Ruaka
Mulund,2 BHK Apartment,18000,900 sq.ft,Unfurnished,2,Missing,0,650 sq.ft,Ruaka
Mulund,2 BHK Apartment,30000,1200 sq.ft,Unfurnished,2,1,1,850 sq.ft,
Mulund,2 BHK Apartment,30000,1100 sq.ft,Unfurnished,2,Missing,0,700 sq.ft,
Parel,1 RK Apartment,13000,500 sq.ft,Unfurnished,1,3,2,420 sq.ft,Ruaka
Parel,1 BHK Apartment,30000,550 sq.ft,Unfurnished,1,Missing,0,400 sq.ft,
Parel,1 BHK Apartment,30000,450 sq.ft,Unfurnished,1,Missing,0,340 sq.ft,
Parel,1 BHK Apartment,30000,450 sq.ft,Unfurnished,1,Missing,0,350 sq.ft,
Parel,1 RK Apartment,30000,380 sq.ft,Unfurnished,1,Missing,0,300 sq.ft,
Parel,1 BHK Apartment,30000,355 sq.ft,Unfurnished,1,Missing,0,Missing,
Parel,1 BHK Apartment,30000,355 sq.ft,Unfurnished,1,Missing,0,Missing,
Powai,1 BHK Apartment,30000,600 sq.ft,Unfurnished,2,Missing,1,420 sq.ft,
Powai,1 BHK Apartment,30000,600 sq.ft,Unfurnished,1,Missing,1,420 sq.ft,
Powai,1 BHK Apartment,30000,650 sq.ft,Unfurnished,2,Missing,1,450 sq.ft,
Powai,1 BHK Apartment,30000,550 sq.ft,Unfurnished,2,Missing,1,400 sq.ft,
Powai,1 BHK Apartment,30000,565 sq.ft,Unfurnished,1,Missing,1,413 sq.ft,
Powai,1 BHK Apartment,30000,625 sq.ft,Unfurnished,1,Missing,1,410 sq.ft,
Powai,1 BHK Apartment,30000,630 sq.ft,Unfurnished,1,1,1,439 sq.ft,
Powai,2 BHK Apartment,30000,1100 sq.ft,Unfurnished,2,Missing,1,808 sq.ft,
Powai,1 BHK Apartment,30000,500 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Prabhadevi,1 BHK Apartment,30000,510 sq.ft,Unfurnished,2,Missing,1,385 sq.ft,
Prabhadevi,1 BHK Apartment,30000,500 sq.ft,Unfurnished,1,Missing,0,385 sq.ft,
Prabhadevi,1 BHK Apartment,30000,450 sq.ft,Unfurnished,1,Missing,0,350 sq.ft,
Prabhadevi,1 BHK Apartment,30000,510 sq.ft,Unfurnished,2,Missing,1,380 sq.ft,
Prabhadevi,1 BHK Apartment,15000,660 sq.ft,Unfurnished,2,Missing,0,520 sq.ft,Ruaka
Prabhadevi,1 BHK Apartment,15000,400 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,Ruaka
Prabhadevi,1 BHK Apartment,30000,450 sq.ft,Unfurnished,1,Missing,0,350 sq.ft,
Sion,2 BHK Apartment,30000,850 sq.ft,Unfurnished,2,Missing,1,550 sq.ft,
Sion,1 BHK Apartment,30000,590 sq.ft,Unfurnished,1,Missing,1,425 sq.ft,
Sion,1 BHK Apartment,30000,650 sq.ft,Unfurnished,1,Missing,0,450 sq.ft,
Sion,2 BHK Apartment,30000,811 sq.ft,Unfurnished,2,Missing,0,571 sq.ft,
Sion,1 BHK Apartment,15000,650 sq.ft,Unfurnished,2,Missing,1,450 sq.ft,Ruaka
Sion,2 BHK Apartment,30000,950 sq.ft,Unfurnished,2,Missing,1,Missing,
Sion,2 BHK Apartment,30000,950 sq.ft,Unfurnished,2,Missing,1,Missing,
Sion,2 BHK Apartment,30000,850 sq.ft,Unfurnished,2,Missing,1,Missing,
Sion,1 BHK Apartment,30000,650 sq.ft,Unfurnished,2,Missing,0,470 sq.ft,
Sion,1 BHK Apartment,30000,470 sq.ft,Unfurnished,2,Missing,1,470 sq.ft,
Sion,2 BHK Apartment,18000,650 sq.ft,Unfurnished,2,Missing,0,450 sq.ft,Ruaka
Sion,1 BHK Apartment,30000,700 sq.ft,Unfurnished,2,Missing,1,475 sq.ft,
Sion,1 BHK Apartment,30000,650 sq.ft,Unfurnished,2,Missing,0,470 sq.ft,
Sion,1 BHK Apartment,30000,650 sq.ft,Unfurnished,2,Missing,0,470 sq.ft,
Sion,1 BHK Apartment,30000,650 sq.ft,Unfurnished,2,Missing,0,480 sq.ft,
Sion,1 BHK Apartment,30000,650 sq.ft,Unfurnished,2,Missing,0,470 sq.ft,
Sion,1 BHK Apartment,30000,650 sq.ft,Unfurnished,2,Missing,0,480 sq.ft,
Sion,1 BHK Apartment,30000,650 sq.ft,Unfurnished,2,Missing,0,465 sq.ft,
Sion,1 BHK Apartment,30000,650 sq.ft,Unfurnished,2,Missing,0,470 sq.ft,
Sion,1 BHK Apartment,15000,650 sq.ft,Unfurnished,Missing,Missing,0,Missing,Ruaka
Sion,2 BHK Apartment,30000,600 sq.ft,Unfurnished,Missing,Missing,0,Missing,
Sion,1 BHK Apartment,30000,550 sq.ft,Unfurnished,Missing,Missing,0,450 sq.ft,
Sion,1 BHK Apartment,15000,570 sq.ft,Unfurnished,1,Missing,0,Missing,Ruaka
Sion,2 BHK Apartment,30000,811 sq.ft,Unfurnished,3,Missing,0,Missing,
Sion,2 BHK Apartment,30000,811 sq.ft,Unfurnished,3,Missing,0,Missing,
Sion,2 BHK Apartment,30000,811 sq.ft,Unfurnished,3,Missing,0,Missing,
Sion,1 BHK Apartment,30000,600 sq.ft,Unfurnished,2,2,0,500 sq.ft,
Tardeo,1 BHK Apartment,15000,600 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,Ruaka
Vidyavihar,1 BHK Apartment,30000,800 sq.ft,Unfurnished,2,Missing,0,Missing,
Vikhroli,1 BHK Apartment,30000,538 sq.ft,Unfurnished,2,1,2,425 sq.ft,
Vikhroli,2 BHK Apartment,30000,950 sq.ft,Unfurnished,Missing,Missing,0,Missing,
Vikhroli,1 BHK Apartment,15000,755 sq.ft,Unfurnished,1,Missing,1,525 sq.ft,Ruaka
Vikhroli,1 BHK Apartment,30000,350 sq.ft,Unfurnished,1,Missing,0,340 sq.ft,
Vikhroli,1 RK Apartment,13000,230 sq.ft,Unfurnished,1,Missing,0,230 sq.ft,Ruaka
Vikhroli,1 BHK Apartment,15000,700 sq.ft,Unfurnished,1,Missing,1,575 sq.ft,Ruaka
Vikhroli,1 BHK Apartment,30000,570 sq.ft,Unfurnished,2,Missing,0,430 sq.ft,
Vikhroli,1 BHK Apartment,30000,570 sq.ft,Unfurnished,2,Missing,0,430 sq.ft,
Vikhroli,1 BHK Apartment,30000,600 sq.ft,Unfurnished,2,Missing,0,415 sq.ft,
Vikhroli,1 BHK Apartment,15000,600 sq.ft,Unfurnished,2,Missing,0,415 sq.ft,Ruaka
Vikhroli,1 BHK Apartment,30000,700 sq.ft,Unfurnished,2,Missing,1,430 sq.ft,
Vikhroli,2 BHK Apartment,30000,600 sq.ft,Unfurnished,2,Missing,0,503 sq.ft,
Vikhroli,2 BHK Apartment,30000,600 sq.ft,Unfurnished,1,Missing,0,Missing,
Vile Parle,1 BHK Apartment,30000,500 sq.ft,Unfurnished,2,1,1,Missing,
Vile Parle,1 BHK Apartment,30000,674 sq.ft,Unfurnished,1,1,2,Missing,
Vile Parle,1 BHK Apartment,15000,650 sq.ft,Unfurnished,1,1,1,500 sq.ft,Ruaka
Vile Parle,1 BHK Apartment,30000,600 sq.ft,Unfurnished,1,Missing,0,400 sq.ft,
Vile Parle,1 BHK Apartment,30000,800 sq.ft,Unfurnished,1,Missing,0,400 sq.ft,
Vile Parle,1 BHK Apartment,30000,600 sq.ft,Unfurnished,2,2,0,450 sq.ft,
Vile Parle,1 RK Apartment,30000,350 sq.ft,Unfurnished,Missing,Missing,0,Missing,
Vile Parle,1 BHK Apartment,15000,500 sq.ft,Unfurnished,1,Missing,2,Missing,Ruaka
Vile Parle,1 BHK Apartment,30000,675 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Wadala,1 BHK Apartment,30000,560 sq.ft,Unfurnished,1,Missing,1,440 sq.ft,
Worli,1 BHK Apartment,30000,400 sq.ft,Unfurnished,1,Missing,1,310 sq.ft,
Worli,1 RK Apartment,13000,480 sq.ft,Unfurnished,1,Missing,0,280 sq.ft,Ruaka
Worli,1 BHK Apartment,30000,500 sq.ft,Unfurnished,1,Missing,2,400 sq.ft,
Worli,1 BHK Apartment,15000,450 sq.ft,Unfurnished,1,Missing,0,350 sq.ft,Ruaka
Worli,1 BHK Apartment,15000,450 sq.ft,Unfurnished,1,Missing,0,350 sq.ft,Ruaka
Worli,1 BHK Apartment,30000,480 sq.ft,Unfurnished,2,Missing,0,400 sq.ft,
Worli,1 BHK Apartment,30000,510 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Ghatkopar,1 BHK Apartment,15000,700 sq.ft,Unfurnished,2,1,2,485 sq.ft,Ruaka
Ghatkopar,2 BHK Apartment,29999,1200 sq.ft,Unfurnished,2,Missing,0,1000 sq.ft,
Chembur,1 BHK Apartment,29800,645 sq.ft,Unfurnished,1,Missing,1,432 sq.ft,
Vile Parle,1 RK Apartment,13000,350 sq.ft,Unfurnished,1,1,0,Missing,Ruaka
Chembur,1 BHK Apartment,29500,655 sq.ft,Unfurnished,1,Missing,1,420 sq.ft,
Prabhadevi,1 RK Apartment,13000,225 sq.ft,Unfurnished,1,Missing,1,Missing,Ruaka
Andheri,2 BHK Apartment,28000,850 sq.ft,Unfurnished,Missing,Missing,0,700 sq.ft,Utawala
Andheri,2 BHK Apartment,16000,850 sq.ft,Unfurnished,1,Missing,0,650 sq.ft,Kasarani
Andheri,2 BHK Apartment,41000,850 sq.ft,Unfurnished,2,Missing,1,686 sq.ft,Langata
Bhandup,1 BHK Apartment,15000,650 sq.ft,Unfurnished,2,1,1,470 sq.ft,Ruaka
Bhandup,2 BHK Apartment,29000,800 sq.ft,Unfurnished,2,Missing,1,700 sq.ft,
Bhandup,2 BHK Apartment,18000,950 sq.ft,Unfurnished,2,Missing,0,650 sq.ft,Ruaka
Byculla,1 BHK Apartment,29000,510 sq.ft,Unfurnished,1,Missing,2,407 sq.ft,
Byculla,1 BHK Apartment,29000,510 sq.ft,Unfurnished,1,Missing,2,407 sq.ft,
Chembur,1 BHK Apartment,29000,650 sq.ft,Unfurnished,1,Missing,0,400 sq.ft,
Chembur,1 BHK Apartment,29000,600 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Chembur,1 BHK Apartment,29000,500 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Chembur,1 BHK Apartment,29000,590 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Chembur,1 BHK Apartment,15000,600 sq.ft,Unfurnished,1,1,2,400 sq.ft,Ruaka
Dadar,1 BHK Apartment,15000,520 sq.ft,Unfurnished,Missing,Missing,0,410 sq.ft,Ruaka
Ghatkopar,1 BHK Apartment,29000,647 sq.ft,Unfurnished,2,Missing,1,447 sq.ft,
Ghatkopar,1 BHK Apartment,15000,644 sq.ft,Unfurnished,2,Missing,0,476 sq.ft,Ruaka
Ghatkopar,1 BHK Apartment,15000,1050 sq.ft,Unfurnished,1,2,1,820 sq.ft,Ruaka
Goregaon,3 BHK Apartment,29000,1800 sq.ft,Unfurnished,3,1,2,1200 sq.ft,
Goregaon,1 BHK Apartment,29000,625 sq.ft,Unfurnished,Missing,Missing,0,400 sq.ft,
Goregaon,1 BHK Apartment,29000,550 sq.ft,Unfurnished,1,1,1,410 sq.ft,
Goregaon,1 BHK Apartment,15000,650 sq.ft,Unfurnished,1,Missing,1,465 sq.ft,Ruaka
Goregaon,2 BHK Apartment,29000,1000 sq.ft,Unfurnished,2,Missing,0,Missing,
Goregaon,1 BHK Apartment,29000,650 sq.ft,Unfurnished,2,Missing,0,500 sq.ft,
Goregaon,1 BHK Apartment,15000,660 sq.ft,Unfurnished,2,1,1,460 sq.ft,Ruaka
Goregaon,1 BHK Apartment,15000,600 sq.ft,Unfurnished,1,Missing,1,560 sq.ft,Ruaka
Jogeshwari,1 BHK Apartment,29000,550 sq.ft,Unfurnished,2,Missing,0,437 sq.ft,
Jogeshwari,1 BHK Apartment,29000,667 sq.ft,Unfurnished,2,2,2,Missing,
Jogeshwari,1 BHK Apartment,29000,750 sq.ft,Unfurnished,2,2,1,Missing,
Jogeshwari,1 BHK Apartment,29000,700 sq.ft,Unfurnished,2,2,2,446 sq.ft,
Jogeshwari,1 BHK Apartment,29000,710 sq.ft,Unfurnished,2,2,2,446 sq.ft,
Jogeshwari,1 BHK Apartment,29000,750 sq.ft,Unfurnished,2,2,2,Missing,
Kurla,1 BHK Apartment,29000,650 sq.ft,Unfurnished,1,Missing,0,400 sq.ft,
Kurla,1 BHK Apartment,29000,500 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Kurla,1 BHK Apartment,29000,590 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Kurla,1 BHK Apartment,15000,600 sq.ft,Unfurnished,1,1,2,400 sq.ft,Ruaka
Kurla,1 BHK Apartment,29000,720 sq.ft,Unfurnished,2,1,0,420 sq.ft,
Kurla,1 BHK Apartment,29000,670 sq.ft,Unfurnished,2,Missing,0,455 sq.ft,
Kurla,1 BHK Apartment,29000,600 sq.ft,Unfurnished,1,Missing,0,400 sq.ft,
Kurla,2 BHK Apartment,29000,1290 sq.ft,Unfurnished,2,2,2,750 sq.ft,
Malad,2 BHK Apartment,18000,850 sq.ft,Unfurnished,2,1,2,730 sq.ft,Ruaka
Malad,1 BHK Apartment,15000,552 sq.ft,Unfurnished,2,Missing,1,452 sq.ft,Ruaka
Malad,2 BHK Apartment,29000,740 sq.ft,Unfurnished,2,Missing,3,620 sq.ft,
Malad,1 BHK Apartment,15000,710 sq.ft,Unfurnished,2,Missing,0,710 sq.ft,Ruaka
Mulund,1 BHK Apartment,15000,650 sq.ft,Unfurnished,2,Missing,1,460 sq.ft,Ruaka
Powai,1 BHK Apartment,15000,650 sq.ft,Unfurnished,2,Missing,1,450 sq.ft,Ruaka
Powai,1 BHK Apartment,29000,630 sq.ft,Unfurnished,1,Missing,0,439 sq.ft,
Powai,1 BHK Apartment,29000,630 sq.ft,Unfurnished,1,Missing,0,495 sq.ft,
Prabhadevi,1 BHK Apartment,15000,350 sq.ft,Unfurnished,1,1,0,350 sq.ft,Ruaka
Sion,1 BHK Apartment,29000,700 sq.ft,Unfurnished,2,2,1,550 sq.ft,
Sion,2 BHK Apartment,29000,1050 sq.ft,Unfurnished,2,Missing,1,Missing,
Sion,1 BHK Apartment,29000,700 sq.ft,Unfurnished,2,Missing,0,460 sq.ft,
Sion,1 BHK Apartment,29000,650 sq.ft,Unfurnished,2,Missing,0,470 sq.ft,
Vikhroli,1 RK Apartment,13000,395 sq.ft,Unfurnished,1,Missing,0,230 sq.ft,Ruaka
Worli,1 BHK Apartment,15000,430 sq.ft,Unfurnished,1,Missing,0,330 sq.ft,Ruaka
Chembur,1 BHK Apartment,28900,600 sq.ft,Unfurnished,1,1,2,450 sq.ft,
Chembur,1 BHK Apartment,28900,663 sq.ft,Unfurnished,1,Missing,1,420 sq.ft,
Kurla,1 BHK Apartment,28900,600 sq.ft,Unfurnished,1,1,2,450 sq.ft,
Ghatkopar,1 BHK Apartment,15000,646 sq.ft,Unfurnished,2,Missing,1,447 sq.ft,Ruaka
Bhandup,1 BHK Apartment,15000,695 sq.ft,Unfurnished,2,3,2,520 sq.ft,Ruaka
Chembur,1 BHK Apartment,28500,650 sq.ft,Unfurnished,1,Missing,0,400 sq.ft,
Chembur,1 BHK Apartment,28500,500 sq.ft,Unfurnished,2,2,1,375 sq.ft,
Chembur,1 BHK Apartment,28500,500 sq.ft,Unfurnished,1,Missing,1,390 sq.ft,
Ghatkopar,1 BHK Apartment,15000,640 sq.ft,Unfurnished,2,Missing,1,440 sq.ft,Ruaka
Jogeshwari,1 BHK Apartment,15000,1035 sq.ft,Unfurnished,1,Missing,0,750 sq.ft,Ruaka
Kurla,1 BHK Apartment,28500,650 sq.ft,Unfurnished,1,Missing,0,400 sq.ft,
Kurla,1 BHK Apartment,28500,500 sq.ft,Unfurnished,2,2,1,375 sq.ft,
Kurla,1 BHK Apartment,28500,500 sq.ft,Unfurnished,1,Missing,1,390 sq.ft,
Santacruz,1 RK Apartment,28500,405 sq.ft,Unfurnished,Missing,Missing,1,Missing,
Sion,1 BHK Apartment,28500,650 sq.ft,Unfurnished,2,Missing,1,470 sq.ft,
Sion,1 BHK Apartment,28500,600 sq.ft,Unfurnished,2,Missing,0,530 sq.ft,
Wadala,1 BHK Apartment,28500,450 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Ghatkopar,1 BHK Apartment,15000,649 sq.ft,Unfurnished,2,Missing,1,449 sq.ft,Ruaka
Andheri,2 BHK Apartment,40000,850 sq.ft,Unfurnished,2,Missing,1,Missing,Langata
Andheri,2 BHK Apartment,40000,850 sq.ft,Unfurnished,2,Missing,1,Missing,Langata
Andheri,2 BHK Apartment,35000,850 sq.ft,Unfurnished,2,Missing,1,700 sq.ft,Langata
Andheri,2 BHK Apartment,35000,850 sq.ft,Unfurnished,2,Missing,1,720 sq.ft,Langata
Andheri,1 BHK Apartment,22000,850 sq.ft,Unfurnished,2,Missing,2,510 sq.ft,Langata
Andheri,1 BHK Apartment,22000,850 sq.ft,Unfurnished,2,Missing,1,510 sq.ft,Langata
Andheri,2 BHK Apartment,40000,852 sq.ft,Unfurnished,2,Missing,0,Missing,Langata
Andheri,2 BHK Apartment,28000,870 sq.ft,Unfurnished,2,Missing,1,700 sq.ft,Utawala
Bandra,1 BHK Apartment,15000,600 sq.ft,Unfurnished,2,Missing,2,450 sq.ft,Ruaka
Bandra,1 BHK Apartment,28000,520 sq.ft,Unfurnished,1,Missing,0,Missing,
Bandra,1 BHK Apartment,28000,525 sq.ft,Unfurnished,1,1,1,Missing,
Bhandup,2 BHK Apartment,28000,775 sq.ft,Unfurnished,2,2,0,555 sq.ft,
Bhandup,2 BHK Apartment,28000,1000 sq.ft,Unfurnished,2,Missing,1,800 sq.ft,
Bhandup,2 BHK Apartment,28000,720 sq.ft,Unfurnished,2,Missing,1,650 sq.ft,
Bhandup,2 BHK Apartment,28000,700 sq.ft,Unfurnished,2,Missing,1,550 sq.ft,
Bhandup,2 BHK Apartment,28000,950 sq.ft,Unfurnished,2,Missing,1,900 sq.ft,
Bhandup,1 BHK Apartment,15000,760 sq.ft,Unfurnished,1,1,1,560 sq.ft,Ruaka
Byculla,1 BHK Apartment,15000,475 sq.ft,Unfurnished,1,Missing,0,350 sq.ft,Ruaka
Byculla,1 BHK Apartment,28000,475 sq.ft,Unfurnished,1,Missing,1,350 sq.ft,
Byculla,1 BHK Apartment,28000,510 sq.ft,Unfurnished,1,Missing,2,407 sq.ft,
Chembur,1 BHK Apartment,28000,680 sq.ft,Unfurnished,Missing,Missing,1,410 sq.ft,
Chembur,1 BHK Apartment,28000,650 sq.ft,Unfurnished,1,Missing,0,400 sq.ft,
Chembur,1 BHK Apartment,15000,700 sq.ft,Unfurnished,1,Missing,1,500 sq.ft,Ruaka
Chembur,1 BHK Apartment,28000,600 sq.ft,Unfurnished,2,Missing,1,460 sq.ft,
Chembur,1 BHK Apartment,28000,600 sq.ft,Unfurnished,1,1,1,450 sq.ft,
Chembur,1 BHK Apartment,28000,500 sq.ft,Unfurnished,1,1,0,405 sq.ft,
Chembur,1 BHK Apartment,28000,600 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Chembur,1 BHK Apartment,28000,550 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Chembur,1 BHK Apartment,28000,500 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Chembur,1 BHK Apartment,28000,500 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Chembur,1 BHK Apartment,28000,560 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Chembur,1 BHK Apartment,28000,650 sq.ft,Unfurnished,1,1,2,450 sq.ft,
Chembur,1 RK Apartment,13000,460 sq.ft,Unfurnished,1,Missing,1,343 sq.ft,Ruaka
Chembur,1 BHK Apartment,28000,650 sq.ft,Unfurnished,1,Missing,0,450 sq.ft,
Chembur,1 BHK Apartment,28000,570 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Dadar,1 RK Apartment,28000,400 sq.ft,Unfurnished,1,1,0,270 sq.ft,
Dadar,1 RK Apartment,28000,390 sq.ft,Unfurnished,1,1,0,320 sq.ft,
Dadar,1 RK Apartment,13000,290 sq.ft,Unfurnished,1,Missing,1,230 sq.ft,Ruaka
Ghatkopar,1 BHK Apartment,28000,644 sq.ft,Unfurnished,2,Missing,1,400 sq.ft,
Ghatkopar,1 BHK Apartment,28000,644 sq.ft,Unfurnished,2,Missing,1,447 sq.ft,
Ghatkopar,1 BHK Apartment,15000,660 sq.ft,Unfurnished,2,Missing,1,445 sq.ft,Ruaka
Ghatkopar,2 BHK Apartment,18000,700 sq.ft,Unfurnished,2,1,2,500 sq.ft,Ruaka
Ghatkopar,1 BHK Apartment,28000,644 sq.ft,Unfurnished,2,Missing,1,476 sq.ft,
Ghatkopar,1 BHK Apartment,28000,644 sq.ft,Unfurnished,1,Missing,1,467 sq.ft,
Ghatkopar,1 BHK Apartment,28000,644 sq.ft,Unfurnished,2,Missing,1,450 sq.ft,
Ghatkopar,1 BHK Apartment,28000,650 sq.ft,Unfurnished,Missing,Missing,0,Missing,
Ghatkopar,2 BHK Apartment,18000,650 sq.ft,Unfurnished,1,1,1,595 sq.ft,Ruaka
Goregaon,1 BHK Apartment,15000,650 sq.ft,Unfurnished,2,Missing,1,447 sq.ft,Ruaka
Goregaon,2 BHK Apartment,18000,800 sq.ft,Unfurnished,2,Missing,2,600 sq.ft,Ruaka
Goregaon,3 BHK Apartment,28000,1282 sq.ft,Unfurnished,3,1,2,900 sq.ft,
Goregaon,2 BHK Apartment,18000,950 sq.ft,Unfurnished,2,1,2,665 sq.ft,Ruaka
Goregaon,2 BHK Apartment,18000,800 sq.ft,Unfurnished,2,1,2,600 sq.ft,Ruaka
Goregaon,3 BHK Apartment,28000,1278 sq.ft,Unfurnished,3,Missing,2,950 sq.ft,Ruaka
Goregaon,1 BHK Apartment,15000,625 sq.ft,Unfurnished,2,1,2,438 sq.ft,Ruaka
Goregaon,3 BHK Apartment,28000,1278 sq.ft,Unfurnished,6,1,2,895 sq.ft,
Goregaon,2 BHK Apartment,18000,798 sq.ft,Unfurnished,2,1,2,600 sq.ft,Ruaka
Goregaon,1 BHK Apartment,15000,610 sq.ft,Unfurnished,2,Missing,1,460 sq.ft,Ruaka
Goregaon,1 BHK Apartment,15000,500 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,Ruaka
Goregaon,1 BHK Apartment,15000,475 sq.ft,Unfurnished,1,Missing,0,410 sq.ft,Ruaka
Goregaon,1 BHK Apartment,28000,500 sq.ft,Unfurnished,2,2,0,450 sq.ft,
Goregaon,1 BHK Apartment,28000,485 sq.ft,Unfurnished,1,3,1,381 sq.ft,
Goregaon,2 BHK Apartment,18000,995 sq.ft,Unfurnished,2,1,1,665 sq.ft,Ruaka
Goregaon,1 BHK Apartment,28000,550 sq.ft,Unfurnished,1,3,1,381 sq.ft,
Goregaon,1 BHK Apartment,15000,600 sq.ft,Unfurnished,2,Missing,0,400 sq.ft,Ruaka
Goregaon,1 BHK Apartment,15000,625 sq.ft,Unfurnished,1,1,1,460 sq.ft,Ruaka
Goregaon,1 BHK Apartment,15000,600 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,Ruaka
Goregaon,1 BHK Apartment,15000,590 sq.ft,Unfurnished,2,1,1,445 sq.ft,Ruaka
Goregaon,2 BHK Apartment,18000,1100 sq.ft,Unfurnished,2,Missing,1,730 sq.ft,Ruaka
Goregaon,1 BHK Apartment,15000,600 sq.ft,Unfurnished,1,1,1,450 sq.ft,Ruaka
Goregaon,1 BHK Apartment,28000,650 sq.ft,Unfurnished,2,Missing,0,450 sq.ft,
Goregaon,2 BHK Apartment,18000,800 sq.ft,Unfurnished,2,Missing,1,600 sq.ft,Ruaka
Goregaon,1 BHK Apartment,28000,585 sq.ft,Unfurnished,2,Missing,1,385 sq.ft,
Goregaon,1 BHK Apartment,15000,650 sq.ft,Unfurnished,1,1,1,450 sq.ft,Ruaka
Goregaon,1 BHK Apartment,28000,575 sq.ft,Unfurnished,2,Missing,1,385 sq.ft,
Govandi,1 BHK Apartment,15000,700 sq.ft,Unfurnished,1,1,1,525 sq.ft,Ruaka
Jogeshwari,1 BHK Apartment,15000,600 sq.ft,Unfurnished,2,1,1,550 sq.ft,Ruaka
Jogeshwari,1 BHK Apartment,28000,640 sq.ft,Unfurnished,2,Missing,0,550 sq.ft,
Jogeshwari,1 BHK Apartment,28000,650 sq.ft,Unfurnished,2,Missing,1,450 sq.ft,
Jogeshwari,1 BHK Apartment,28000,551 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Jogeshwari,1 BHK Apartment,28000,650 sq.ft,Unfurnished,1,Missing,0,450 sq.ft,
Jogeshwari,1 BHK Apartment,28000,652 sq.ft,Unfurnished,2,Missing,0,430 sq.ft,
Jogeshwari,2 BHK Apartment,28000,600 sq.ft,Unfurnished,1,Missing,1,Missing,
Jogeshwari,2 BHK Apartment,28000,861 sq.ft,Unfurnished,1,Missing,0,510 sq.ft,
Jogeshwari,1 BHK Apartment,15000,600 sq.ft,Unfurnished,2,1,1,500 sq.ft,Ruaka
Jogeshwari,1 BHK Apartment,28000,750 sq.ft,Unfurnished,1,1,0,450 sq.ft,
Jogeshwari,1 BHK Apartment,28000,750 sq.ft,Unfurnished,2,2,1,Missing,
Jogeshwari,1 BHK Apartment,28000,650 sq.ft,Unfurnished,2,2,1,Missing,
Jogeshwari,1 BHK Apartment,28000,750 sq.ft,Unfurnished,1,1,0,450 sq.ft,
Jogeshwari,1 BHK Apartment,28000,750 sq.ft,Unfurnished,1,1,0,400 sq.ft,
Jogeshwari,2 BHK Apartment,28000,650 sq.ft,Unfurnished,2,Missing,0,Missing,
Jogeshwari,1 BHK Apartment,28000,750 sq.ft,Unfurnished,1,1,0,450 sq.ft,
Jogeshwari,1 BHK Apartment,28000,740 sq.ft,Unfurnished,2,2,1,450 sq.ft,
Jogeshwari,1 BHK Apartment,28000,750 sq.ft,Unfurnished,1,1,0,450 sq.ft,
Jogeshwari,1 BHK Apartment,28000,550 sq.ft,Unfurnished,2,Missing,0,Missing,
Jogeshwari,1 BHK Apartment,28000,500 sq.ft,Unfurnished,1,Missing,0,410 sq.ft,
Jogeshwari,2 BHK Apartment,28000,770 sq.ft,Unfurnished,1,2,0,630 sq.ft,
Jogeshwari,1 BHK Apartment,28000,600 sq.ft,Unfurnished,1,Missing,0,406 sq.ft,
Kurla,1 BHK Apartment,28000,680 sq.ft,Unfurnished,Missing,Missing,1,410 sq.ft,
Kurla,1 BHK Apartment,28000,650 sq.ft,Unfurnished,1,Missing,0,400 sq.ft,
Kurla,1 BHK Apartment,15000,700 sq.ft,Unfurnished,1,Missing,1,500 sq.ft,Ruaka
Kurla,1 BHK Apartment,28000,600 sq.ft,Unfurnished,2,Missing,1,460 sq.ft,
Kurla,1 BHK Apartment,28000,600 sq.ft,Unfurnished,1,1,1,450 sq.ft,
Kurla,1 BHK Apartment,28000,500 sq.ft,Unfurnished,1,1,0,405 sq.ft,
Kurla,1 BHK Apartment,28000,600 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Kurla,1 BHK Apartment,28000,550 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
